,tBodyAccX_mean,tBodyAccX_std,tBodyAccY_mean,tBodyAccY_std,tBodyAccZ_mean,tBodyAccZ_std
0,0.26065840691318903,0.39866863180631457,-0.0773170836518425,0.3519187174271319,0.1624068622344416,0.6791789371938416
1,0.6107609378782857,0.22289334520269513,-0.27659480755032556,0.2229931175291981,0.09667400036018313,0.659847720485123
2,0.8126920821263671,0.2901778398141152,-0.5492245530380582,0.5574104363576396,0.1714079556517281,0.7380220773273843
3,0.9686515966154203,0.17433061920094442,-1.1019087156985163,0.6082787284821322,0.8713483327193178,0.8859361666511404
4,1.128409468261155,0.1971552219290441,-1.673438731282517,0.36025033574941784,1.636747105791366,0.45860644890995944
5,1.3168033079921833,0.36224448996764447,-1.6830928667808611,0.38352040720612274,1.3689111148239301,0.8174490667940533
6,1.6804210766088543,0.4391426413730667,-1.4674477715438663,0.529828298088229,0.82848688078723,0.9182505653537252
7,2.012039506500109,0.43838848702319616,-1.2079658514661782,0.35192461923140533,0.12724274794305807,0.33590267734202406
8,1.8658759520718113,0.6278704948083229,-1.1789192568253057,0.30592262560019706,0.14837522126953792,0.3086685862928433
9,1.003434467070588,1.2549600265296115,-0.9036038870816122,0.5515849035588622,0.3172188393202175,0.3590864702269663
10,-0.4101509806211529,1.3837601478428878,-0.3116430091751948,0.758248840485482,-0.11400943158546363,0.9580376894643887
11,-1.6014668436422486,0.8533318452787441,0.061456525696264176,0.4143341674993096,-0.798020791055953,1.086498670636754
12,-1.9079697898655217,0.46809704736266566,-0.02069199991855219,0.43203083887092497,-1.1886744577960282,0.6313336656554221
13,-1.361426403281618,0.8896662288815184,-0.628001938010101,0.5378535602586243,-0.43174020783936967,1.4003706780888123
14,-0.6937204637226494,0.653314602474322,-0.8751302406371837,0.43076209128751763,-0.18646997678658986,1.2394747465190632
15,-0.4759555848012838,0.44626118664535774,-1.0117104415725788,0.35595373639988737,-0.2175304739844052,1.2530491768018708
16,-0.4463520073784365,0.3968774030800201,-0.6755305695523176,0.39283230103483824,-1.097492957892803,0.6014292189054705
17,-0.167353574853192,0.6253118291187935,-0.6573081966749826,0.351557619339583,-0.73685210494505,0.854287807029641
18,-0.07125320992101612,0.6080742241682668,-0.5301424589677578,0.35941291525118935,-0.6223402204030418,0.9494274757427541
19,-0.0008316951053752779,0.6459746085280991,-0.6089073623947698,0.40124872500485737,0.26611751255867266,0.8316075296109
20,-0.17351868612301743,0.5445668518694303,-0.3904061324663134,0.4146043803027389,0.1849384565024542,0.8098601657847291
21,-0.10440547288047416,0.46011252807384084,-0.12234830848673847,0.47685143982291367,0.011593935593752732,0.9530980256740536
22,-0.40506690964306896,0.575105910124348,0.16352817239274534,0.28380209627678427,-0.02482633477301893,0.8723745164150637
23,-0.2203970583736558,0.6993493769733825,0.17687103580140381,0.26589309195021116,-0.276174168937066,1.0572963873463253
24,-0.5011284259262887,0.9022655052348111,0.10402152706526419,0.2926631625598644,-0.40068801059321935,1.0734160991439576
25,-0.23517827759958865,0.9646796499740007,-0.16163830246008484,0.4694212551461954,-0.8734271146240619,0.8173139207319362
26,-0.14305573212412423,1.0405192597533426,0.46825717265524197,1.2078825126709727,-0.6208484165591699,0.7771856625808823
27,0.0038839134203322227,0.9455954131179864,0.9074256015535823,1.2261351097745259,-0.28385792538214555,0.6587572977651504
28,0.3229855517871129,0.9044570131877372,1.243590828297084,0.8414236554434261,-0.19765022008048688,0.15841649085776038
